file,exercise_id,gender,frame,review_status,score,flags,bbox,visible_fraction,largest_pale_component_fraction,checker_transition_score,file_sha256
3_4_Sit-Up_male_v2_0.png,3_4_Sit-Up,male,0,pending,0.20752,[],"[84, 427, 939, 756]",0.155996,0.000692,0.000631,9fa2e5292159aff071d2013c4414ede3907094bfe4f8e042668cd21daae9ebaa
3_4_Sit-Up_male_v2_1.png,3_4_Sit-Up,male,1,pending,0.45166,[],"[138, 362, 885, 756]",0.145017,0.001506,0.000687,ce59ab371f35498800fbc5d315141607515f5aeb31bed0368ecbe34f0f803ecf
3_4_Sit-Up_male_v2_2.png,3_4_Sit-Up,male,2,pending,25.469971,['small_canvas_occupancy'],"[162, 295, 861, 756]",0.148772,0.001567,0.000711,5243e52e6ce4767608b1e4248d548649d63cf96ab09b74f2dac476ad10529132
3_4_Sit-Up_male_v2_3.png,3_4_Sit-Up,male,3,pending,45.463867,"['possible_precropped_flat_boundary', 'small_canvas_occupancy']","[218, 282, 805, 756]",0.14336,0.001546,0.000702,bcf60add5a6c3af1418b2a97adf2447f1b6e50687b9d22b0be92a18e7aa576f3
3_4_Sit-Up_female_v2_0.png,3_4_Sit-Up,female,0,pending,0.170898,[],"[82, 405, 942, 756]",0.146283,0.00057,0.000614,727b2733f01c1f46cb7d8c4b679220d8941a29e51fca5864055421bcdc2e5ccb
3_4_Sit-Up_female_v2_1.png,3_4_Sit-Up,female,1,pending,0.140381,[],"[123, 353, 899, 756]",0.144822,0.000468,0.000496,ab22e779037fda51a4d70e822068cde7aed996cfce42fb2c62cd6da5ad5620d3
3_4_Sit-Up_female_v2_2.png,3_4_Sit-Up,female,2,pending,25.189209,['small_canvas_occupancy'],"[176, 277, 849, 756]",0.144281,0.000631,0.000718,20e11e23f739d49642f597510f7776fb55abdfc1feb220f60fbc52dc01efa1d3
3_4_Sit-Up_female_v2_3.png,3_4_Sit-Up,female,3,pending,25.195312,['small_canvas_occupancy'],"[238, 271, 787, 756]",0.138163,0.000651,0.000532,bf571cb63487a4b998d044cf6e88246f3b27c955de5fa44b3289d39a421a591d
90_90_Hamstring_male_v2_0.png,90_90_Hamstring,male,0,pending,0.170898,[],"[102, 375, 921, 756]",0.154165,0.00057,0.000453,ad6d5562cb400919fda62f8b9ce374d06657917d20a6cabf7bd01793a619ae0d
90_90_Hamstring_male_v2_1.png,90_90_Hamstring,male,1,pending,20.177002,['possible_precropped_flat_boundary'],"[135, 284, 888, 756]",0.145031,0.00059,0.000589,2f6f8be18012d7cebb700744e7843f285f9a69e036acb2269dc919bc3ad157b1
90_90_Hamstring_male_v2_2.png,90_90_Hamstring,male,2,pending,0.061035,[],"[114, 165, 909, 756]",0.151998,0.000203,0.000191,01130c499aa8f3f5f6f2d916d265de270827089f787b86f6428b901d747054d8
90_90_Hamstring_male_v2_3.png,90_90_Hamstring,male,3,pending,20.091553,['possible_precropped_flat_boundary'],"[134, 242, 890, 756]",0.14131,0.000305,0.000323,b4d53adcbc1f2d349e2fb5f62b43a19d093009c52ec4247afe7f5989c993bbe7
90_90_Hamstring_female_v2_0.png,90_90_Hamstring,female,0,pending,20.085449,['possible_precropped_flat_boundary'],"[100, 347, 923, 756]",0.154288,0.000285,0.000536,47f3b6094712d63e4d24ac78cf96e3c7e26cc190c51c7a0b210ab63a915d7171
90_90_Hamstring_female_v2_1.png,90_90_Hamstring,female,1,pending,0.140381,[],"[117, 252, 907, 756]",0.146516,0.000468,0.000467,30d9cb8036079faa4a0b2ff85dc5465d252662936f4beb2612b4dcf656f83689
90_90_Hamstring_female_v2_2.png,90_90_Hamstring,female,2,pending,20.10376,['possible_precropped_flat_boundary'],"[99, 154, 924, 756]",0.154638,0.000346,0.000393,641d8c9ac4495fabb16731c1fc58b32990cb59e15ff9ce1db7146ef577c26662
90_90_Hamstring_female_v2_3.png,90_90_Hamstring,female,3,pending,0.085449,[],"[110, 242, 914, 756]",0.144351,0.000285,0.000373,8f7295d07133c81a243150faa95a22fafb4f0e2886ad66f5d3643245b25505f5
Ab_Crunch_Machine_male_v2_0.png,Ab_Crunch_Machine,male,0,pending,0.189209,[],"[156, 38, 868, 756]",0.369251,0.000631,0.000345,c6be93a479b34a67c84d8907e322a71f56c7a8763823e050d07c8b3f93f30cf2
Ab_Crunch_Machine_male_v2_1.png,Ab_Crunch_Machine,male,1,pending,0.109863,[],"[175, 57, 848, 756]",0.35423,0.000366,0.000397,d9c7c388c01b76bb801ea054164c2aed55cace9b11d2a39c1318ab5889c3e3f7
Ab_Crunch_Machine_male_v2_2.png,Ab_Crunch_Machine,male,2,pending,0.140381,[],"[216, 68, 807, 756]",0.322217,0.000468,0.000573,47706995aff157d87552ea552a218736710d5d141aa8014cfa1f889863810b9d
Ab_Crunch_Machine_male_v2_3.png,Ab_Crunch_Machine,male,3,pending,0.10376,[],"[169, 62, 855, 756]",0.348768,0.000346,0.000374,ff11a2ed0ea1d61838c12c378a373643ffde2358fadca23630be7a35c7821ea9
Ab_Crunch_Machine_female_v2_0.png,Ab_Crunch_Machine,female,0,pending,0.134277,[],"[156, 40, 868, 756]",0.363609,0.000448,0.000529,200e75f8924b3fe7aba03d175fb76c9475f0db96226cf83babfd549cf02025c2
Ab_Crunch_Machine_female_v2_1.png,Ab_Crunch_Machine,female,1,pending,0.238037,[],"[176, 56, 847, 756]",0.354406,0.000793,0.000701,2d359f6643d3a936ed0cfd46c02d2b089ca7be4e284f490501209ac42fabad47
Ab_Crunch_Machine_female_v2_2.png,Ab_Crunch_Machine,female,2,pending,0.152588,[],"[216, 69, 807, 756]",0.323429,0.000509,0.000544,3001822235277ca16eaacad32c1d806f854bbe3b8c8174439618f663c68f690c
Ab_Crunch_Machine_female_v2_3.png,Ab_Crunch_Machine,female,3,pending,0.146484,[],"[171, 55, 853, 756]",0.345318,0.000488,0.000486,0b6aff6141152aee91212a648df33bb165a099eb033c494ffbeca5a0fcc1705c
Ab_Roller_male_v2_0.png,Ab_Roller,male,0,pending,136.055908,"['possible_edge_clipping', 'suspected_baked_checkerboard']","[135, 301, 888, 768]",0.185918,0.00352,0.000937,d1c5b5ba15ce73b484ec2687348001ffac952c21199ddd438999f0fe9080bdd4
Ab_Roller_male_v2_1.png,Ab_Roller,male,1,pending,156.177979,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']","[95, 397, 929, 768]",0.18867,0.003927,0.001093,9c1b8b467c4fb542c0ddbc021804f831e39a98fc21dbd7c2e9686c9e0070d756
Ab_Roller_male_v2_2.png,Ab_Roller,male,2,pending,156.281738,"['possible_edge_clipping', 'possible_precropped_flat_boundary', 'suspected_baked_checkerboard']","[69, 493, 954, 768]",0.1807,0.004272,0.000954,aeed98a77fe739e3ce6a195cbf91282c5424153e4bc55bb3be9514fc9fe6edd9
Ab_Roller_male_v2_3.png,Ab_Roller,male,3,pending,35.531006,['possible_edge_clipping'],"[119, 309, 904, 768]",0.18535,0.00177,0.000573,2c30b6fce479927fb09ee0fc11c71369fd4164fe395db50d66bb2ee6cae371da
Ab_Roller_female_v2_0.png,Ab_Roller,female,0,pending,55.378418,"['possible_edge_clipping', 'possible_precropped_flat_boundary']","[138, 313, 885, 768]",0.178095,0.001261,0.000918,17697da8a2dd5d2f19d1a540863d5e247e0b4614ad6f30060583616e565a7e58
Ab_Roller_female_v2_1.png,Ab_Roller,female,1,pending,55.152588,"['possible_edge_clipping', 'possible_precropped_flat_boundary']","[98, 396, 926, 768]",0.18182,0.000509,0.000575,310eca6f057343ef75627a6306194ed03d4a4b671c2d7ebae532bc2c629b093e
Ab_Roller_female_v2_2.png,Ab_Roller,female,2,pending,35.22583,['possible_edge_clipping'],"[70, 505, 954, 768]",0.174792,0.000753,0.000751,f7951b9291a5188a8ac9b80020ab86c1a8dd110786bcba1c08843960d9dc4096
Ab_Roller_female_v2_3.png,Ab_Roller,female,3,pending,135.891113,"['possible_edge_clipping', 'suspected_baked_checkerboard']","[122, 318, 901, 768]",0.177504,0.00297,0.000801,d400454cebc0b819f28b0da57869fd5dfc70e02d249fc8738d1a9bdfa3f3d791
Adductor_male_v2_0.png,Adductor,male,0,pending,0.0,[],"[53, 312, 971, 755]",0.176282,0.0,4.1e-05,27c68793ec4de4b863c0183660e6ae99355a6c94912d64e3f5f09b22b2734ec6
Adductor_male_v2_1.png,Adductor,male,1,pending,0.0,[],"[55, 309, 969, 756]",0.182171,0.0,8.1e-05,6eda1084531f595064ba804f2dd0ac9f80f49d1d0d73766808ee788c87d73c40
Adductor_male_v2_2.png,Adductor,male,2,pending,0.0,[],"[65, 313, 959, 756]",0.174877,0.0,9.3e-05,8fe990538034782cca3d0b2743d533bfdf8b3249bff5b8a326b2ce1d8c2d0785
Adductor_male_v2_3.png,Adductor,male,3,pending,0.054932,[],"[63, 313, 959, 756]",0.174559,0.000183,9.1e-05,0a3f35fa88a486a98d14a0a9b03fce03c5f000119eb4fea4d2f4a2dd35ffadcb
Adductor_female_v2_0.png,Adductor,female,0,pending,0.0,[],"[51, 319, 973, 756]",0.166384,0.0,0.000161,2ad1ec9ef2f75a8005d14da5c962bc6b582d9029d8bbe57b4608402ed6a2a3b0
Adductor_female_v2_1.png,Adductor,female,1,pending,0.0,[],"[54, 319, 969, 756]",0.175168,0.0,9.3e-05,275f6c762215cb9f00dbb4f17d4343160efd03c2cafd0ec09cee46df0d176d30
Adductor_female_v2_2.png,Adductor,female,2,pending,0.048828,[],"[70, 331, 953, 755]",0.165588,0.000163,0.0001,9011a033157d7f768add6090d401fc1c61473d38cba9d357542ae07af1923b78
Adductor_female_v2_3.png,Adductor,female,3,pending,0.0,[],"[59, 326, 963, 756]",0.164026,0.0,0.000152,d89a5e87bb2116d3042cbe66aaa365d76c511d8e3b6a3271bad0b1f492416414
Adductor_Groin_male_v2_0.png,Adductor_Groin,male,0,pending,0.0,[],"[215, 58, 809, 756]",0.187228,0.0,0.000115,4349930ecfb7a12d6cb8a546c1071de3553ca885568339ddccb01c0507bc7c52
Adductor_Groin_male_v2_1.png,Adductor_Groin,male,1,pending,20.0,['possible_precropped_flat_boundary'],"[214, 57, 810, 756]",0.191476,0.0,8.1e-05,44a4c08d22d9a09cb0ee3e05807e7d015f2d2a9c3f3f4e93ecc5c713ab3a9c16
Adductor_Groin_male_v2_2.png,Adductor_Groin,male,2,pending,20.0,['possible_precropped_flat_boundary'],"[215, 57, 808, 756]",0.196664,0.0,0.000158,42f9681886f83df951572505a50bc5697cdf98e3abebc21e1902983273e31b19
Adductor_Groin_male_v2_3.png,Adductor_Groin,male,3,pending,20.0,['possible_precropped_flat_boundary'],"[209, 58, 815, 756]",0.191409,0.0,5e-05,707f21f160d16435c00127efc024553149a47c956949a07acd6b5222d3db4f63
Adductor_Groin_female_v2_0.png,Adductor_Groin,female,0,pending,20.061035,['possible_precropped_flat_boundary'],"[205, 65, 819, 756]",0.186284,0.000203,0.000228,0b9aff016fdfa6752056d7d468789dcf26333d021bc94c51161f31bfffaf8adb
Adductor_Groin_female_v2_1.png,Adductor_Groin,female,1,pending,20.0,['possible_precropped_flat_boundary'],"[194, 62, 829, 756]",0.19209,0.0,0.000165,9d35ecbaa82a8f9ad044042b979272ce7d3c4dd0a06f21a2b8f43da09a1297fd
Adductor_Groin_female_v2_2.png,Adductor_Groin,female,2,pending,20.048828,['possible_precropped_flat_boundary'],"[204, 61, 819, 756]",0.195568,0.000163,0.000236,c71d8628bf5eefab3d210f650f5658d15e24cfe2d7bb8598d8dacab0f7d1ab4d
Adductor_Groin_female_v2_3.png,Adductor_Groin,female,3,pending,20.073242,['possible_precropped_flat_boundary'],"[197, 62, 827, 756]",0.192126,0.000244,0.000285,0347f595b50d5976d6e9d8687c25104e125e5d3fd95f37114b9c314dd37dc20f
Advanced_Kettlebell_Windmill_male_v2_0.png,Advanced_Kettlebell_Windmill,male,0,pending,0.0,[],"[376, 37, 647, 756]",0.093817,0.0,0.0,6fa3468302bb711477342d3a8823c8e647a0abe60e6fdb5466494c4c49cf553a
Advanced_Kettlebell_Windmill_male_v2_1.png,Advanced_Kettlebell_Windmill,male,1,pending,0.0,[],"[323, 99, 701, 756]",0.095131,0.0,0.0,6bbf73c7338c4f7ef65824aed69a200a91cea53c40b848957e07f9dfba24c9b9
Advanced_Kettlebell_Windmill_male_v2_2.png,Advanced_Kettlebell_Windmill,male,2,pending,0.0,[],"[326, 120, 699, 756]",0.092696,0.0,0.0,06cfdd044cebdc5daee5881d443b829e567c3ceec0735661d0ab1948383a666d
Advanced_Kettlebell_Windmill_male_v2_3.png,Advanced_Kettlebell_Windmill,male,3,pending,0.0,[],"[356, 74, 666, 756]",0.090684,0.0,0.0,9f4b15a2ec6e7219a402d7f10cb52936c2b5a62d1f787c1a4e6c7f6646806d10
Advanced_Kettlebell_Windmill_female_v2_0.png,Advanced_Kettlebell_Windmill,female,0,pending,0.0,[],"[375, 47, 648, 756]",0.086192,0.0,0.0,df2aa0f3118e9fa0e25121dded43fef16e192b0f20d83ff972b4d8eeabf931fe
